0	0	0.562500000000000
0	0	0.617187500000000
0	0	0.671875000000000
0	0	0.726562500000000
0	0	0.781250000000000
0	0	0.835937500000000
0	0	0.890625000000000
0	0	0.945312500000000
0	0	1
0	0.250000000000000	1
0	0.500000000000000	1
0	0.750000000000000	1
0	1	1
0.0681818202137947	1	0.931818187236786
0.136363640427589	1	0.863636374473572
0.204545468091965	1	0.795454561710358
0.272727280855179	1	0.727272748947144
0.340909093618393	1	0.659090936183929
0.409090936183929	1	0.590909123420715
0.477272748947144	1	0.522727310657501
0.545454561710358	1	0.454545468091965
0.602272748947144	1	0.397727280855179
0.659090936183929	1	0.340909093618393
0.715909123420715	1	0.284090906381607
0.772727251052856	1	0.227272734045982
0.829545438289642	1	0.170454546809196
0.886363625526428	1	0.113636367022991
0.943181812763214	1	0.0568181835114956
1	1	0
1	0.937500000000000	0
1	0.875000000000000	0
1	0.812500000000000	0
1	0.750000000000000	0
1	0.687500000000000	0
1	0.625000000000000	0
1	0.562500000000000	0
1	0.500000000000000	0
1	0.437500000000000	0
1	0.375000000000000	0
1	0.312500000000000	0
1	0.250000000000000	0
1	0.187500000000000	0
1	0.125000000000000	0
1	0.0625000000000000	0
1	0	0
0.972039461135864	0	0
0.944078922271729	0	0
0.916118443012238	0	0
0.888157904148102	0	0
0.860197365283966	0	0
0.832236826419830	0	0
0.804276287555695	0	0
0.776315808296204	0	0
0.748355269432068	0	0
0.720394730567932	0	0
0.692434191703796	0	0
0.664473652839661	0	0
0.636513113975525	0	0
0.608552634716034	0	0
0.580592095851898	0	0
0.552631556987762	0	0
0.535087704658508	0	0
0.517543852329254	0	0
0.500000000000000	0	0
